,MAE,Model,Features
3509,0.25236218576382063,NMF->RF,All_features
1258,0.2523627731556757,NMF->RF,All_features
917,0.252369038228689,RF,All_features
1131,0.25236999150136696,NMF->RF,All_features
3592,0.2523714364206451,NMF->RF,All_features
3229,0.25237175232016096,NMF->RF,All_features
1217,0.25239730305438024,NMF->RF,All_features
2194,0.2523987765482761,NMF->RF,All_features
2895,0.2524043043840913,NMF->RF,All_features
2446,0.2524080207802151,NMF->RF,All_features
1540,0.25242240129121785,NMF->RF,All_features
3313,0.2524242911356879,NMF->RF,All_features
219,0.2524244169459358,NMF->DT (MF),All_features
731,0.25243021900498736,RF,All_features
1950,0.25243208151680346,NMF->RF,All_features
592,0.2524332520446691,NMF->DT (MF),All_features
2988,0.2524395872765981,NMF->RF,All_features
2061,0.25244434357125944,NMF->RF,All_features
562,0.2524481340348349,RF,All_features
3751,0.2524492814326629,NMF->RF,All_features
291,0.25246074141135616,NMF->DT (MF),All_features
1807,0.2524674260267882,NMF->RF,All_features
867,0.25248645689370736,RF,All_features
3536,0.2524911037172872,NMF->RF,All_features
117,0.25249137976644515,RF,All_features
39,0.25249367270764705,RF,All_features
1273,0.2524997062222728,NMF->RF,All_features
688,0.2525016034788214,RF,All_features
3164,0.2525043361886863,NMF->RF,All_features
3048,0.2525083683015836,NMF->RF,All_features
3259,0.2525288257918017,NMF->RF,All_features
1356,0.2525290226272455,NMF->RF,All_features
3809,0.2525303947632729,NMF->RF,All_features
1432,0.2525350680785464,NMF->RF,All_features
1968,0.25254079091979525,NMF->RF,All_features
134,0.2525423201780085,RF,All_features
1314,0.2525490706505111,NMF->RF,All_features
3473,0.2525509895170252,NMF->RF,All_features
2463,0.25256214661736776,NMF->RF,All_features
1665,0.2525684109080942,NMF->RF,All_features
777,0.2525694161607604,RF,All_features
3641,0.2525745686329965,NMF->RF,All_features
2139,0.2525822587365158,NMF->RF,All_features
2364,0.252594102546157,NMF->RF,All_features
3305,0.252597783651942,NMF->RF,All_features
2880,0.2526049869456442,NMF->RF,All_features
168,0.25260845680155475,NMF->RF,All_features
437,0.2526097232469624,NMF->RF,All_features
625,0.2526180689022021,NMF->DT (MF),All_features
2114,0.2526181347047098,NMF->RF,All_features
3609,0.25261933060615593,NMF->RF,All_features
2309,0.2526275811678841,NMF->RF,All_features
603,0.25263720386193683,RF,All_features
3209,0.2526394602052943,NMF->RF,All_features
2231,0.2526653660738716,NMF->RF,All_features
952,0.2526685880028766,RF,All_features
1340,0.25267068160029976,NMF->RF,All_features
2229,0.25268021890522624,NMF->RF,All_features
899,0.2526862237063898,RF,Theory_features
3109,0.25268788354798105,NMF->RF,All_features
1442,0.2526924747043999,NMF->RF,All_features
3227,0.2526937346425337,NMF->RF,All_features
1661,0.2526984522211533,NMF->RF,All_features
1358,0.2526990765666957,NMF->RF,All_features
59,0.2527000901166707,NMF->DT (MF),Theory_features
2026,0.2527091510019347,NMF->RF,All_features
3217,0.2527111784690426,NMF->RF,All_features
3723,0.2527201173661008,NMF->RF,All_features
1331,0.25272270073467795,NMF->RF,All_features
2354,0.252728013402811,NMF->RF,All_features
3045,0.25273016016986355,NMF->RF,All_features
3513,0.2527342703093605,NMF->RF,All_features
1140,0.2527364867444553,NMF->RF,All_features
1581,0.2527466285199411,NMF->RF,All_features
12,0.2527477128353444,RF,All_features
353,0.25276117191943204,RF,All_features
2109,0.2527615790115625,NMF->RF,All_features
1702,0.2527633610289829,NMF->RF,All_features
3571,0.2527646923452396,NMF->RF,All_features
3614,0.25276661506954656,NMF->RF,All_features
2004,0.2527825554948177,NMF->RF,All_features
2448,0.25278773545895844,NMF->RF,All_features
889,0.25278904918586503,RF,All_features
3480,0.252797561702647,NMF->RF,All_features
1011,0.2527995763537237,NMF->RF,All_features
2414,0.2528046296748003,NMF->RF,All_features
782,0.25280614458428835,NMF->RF,Theory_features
356,0.2528064671780685,NMF->DT (MF),All_features
429,0.2528101195285258,RF,Theory_features
2011,0.2528103540406314,NMF->RF,All_features
797,0.2528119190217491,RF,All_features
3190,0.25281582345364106,NMF->RF,All_features
2323,0.25281998227788216,NMF->RF,All_features
778,0.25282075915158303,RF,All_features
1706,0.2528228282696791,NMF->RF,All_features
3683,0.2528232535513818,NMF->RF,All_features
620,0.2528293999651143,NMF->DT (MF),All_features
1822,0.25283046642590856,NMF->RF,All_features
3333,0.2528433674100482,NMF->RF,All_features
1171,0.2528661659647465,NMF->RF,All_features
3466,0.2528760801166246,NMF->RF,All_features
1849,0.25287671997872074,NMF->RF,All_features
1663,0.2528868541692729,NMF->RF,All_features
2468,0.2528876698386015,NMF->RF,All_features
2186,0.25288831060590355,NMF->RF,All_features
1096,0.2528904526862104,NMF->RF,All_features
1590,0.25289939760895336,NMF->RF,All_features
531,0.2528996117043837,NMF->DT (MF),All_features
450,0.25291323897787804,RF,All_features
3367,0.2529180302701481,NMF->RF,All_features
1445,0.2529236463415856,NMF->RF,All_features
745,0.252924434403807,RF,All_features
3240,0.25293164001599816,NMF->RF,All_features
3461,0.2529355625840165,NMF->RF,All_features
799,0.2529497069439352,RF,All_features
1224,0.2529545950660574,NMF->RF,All_features
353,0.25295680078115457,NMF->DT (MF),All_features
1242,0.2529603730244981,NMF->RF,All_features
83,0.2529673046025653,NMF->DT (MF),All_features
3325,0.2529678935172881,NMF->RF,All_features
485,0.2529712636029485,NMF->DT (MF),All_features
3483,0.2529808975511119,NMF->RF,All_features
961,0.25298266665353564,RF,All_features
856,0.25300180081763857,RF,Theory_features
2392,0.25301833321578243,NMF->RF,All_features
3615,0.2530199898835105,NMF->RF,All_features
2365,0.25302108631208103,NMF->RF,All_features
2445,0.25302238512706143,NMF->RF,All_features
2034,0.2530226641570492,NMF->RF,All_features
3417,0.2530294390874712,NMF->RF,All_features
3378,0.2530306949945552,NMF->RF,All_features
1720,0.2530393036516092,NMF->RF,All_features
3518,0.2530423250002423,NMF->RF,All_features
2399,0.2530706872825563,NMF->RF,All_features
3821,0.2530723403672861,NMF->RF,All_features
1705,0.25307500240160075,NMF->RF,All_features
1265,0.2530852987030489,NMF->RF,All_features
2111,0.25308881023980456,NMF->RF,All_features
274,0.25310030701624303,NMF->RF,All_features
2990,0.25310193211643883,NMF->RF,All_features
3728,0.2531052758829298,NMF->RF,All_features
2617,0.2531238223785814,NMF->RF,All_features
336,0.25312916860823753,NMF->RF,All_features
800,0.2531310550075399,NMF->RF,All_features
2952,0.2531386873858789,NMF->RF,All_features
1672,0.2531407055567347,NMF->RF,All_features
1045,0.25315289501924176,NMF->RF,All_features
2015,0.25317030018693826,NMF->RF,All_features
1361,0.2531706367802746,NMF->RF,All_features
686,0.2531738856501316,NMF->DT (MF),All_features
1591,0.25317857850203496,NMF->RF,All_features
1893,0.2531909282713409,NMF->RF,All_features
3091,0.2531919426660024,NMF->RF,All_features
2465,0.2531938420264215,NMF->RF,All_features
2123,0.2532038353169617,NMF->RF,All_features
1844,0.2532043871185637,NMF->RF,All_features
3404,0.25320827026879456,NMF->RF,All_features
1943,0.2532173387218005,NMF->RF,All_features
970,0.25322426464700376,NMF->RF,All_features
3137,0.2532271020874016,NMF->RF,All_features
1376,0.25322979411313923,NMF->RF,All_features
264,0.2532394179059549,NMF->DT (MF),All_features
2234,0.2532502682053226,NMF->RF,All_features
501,0.2532512388448998,NMF->RF,Theory_features
1701,0.2532522796551924,NMF->RF,All_features
3290,0.2532547744780314,NMF->RF,All_features
3439,0.25325732620510405,NMF->RF,All_features
624,0.25325769171304885,NMF->DT (MF),All_features
319,0.2532582799280717,RF,Theory_features
1240,0.25326663070704913,NMF->RF,All_features
3080,0.25326872522715244,NMF->RF,All_features
100,0.25327541238840223,NMF->RF,All_features
531,0.25327634750218103,RF,Theory_features
3110,0.2532791129669945,NMF->RF,All_features
1978,0.2532826738158387,NMF->RF,All_features
239,0.2532885571916544,NMF->RF,All_features
1797,0.25329091529143505,NMF->RF,All_features
2289,0.2532939138787271,NMF->RF,All_features
358,0.25330182011593205,RF,All_features
1813,0.2533167491509717,NMF->RF,All_features
739,0.2533202487040456,RF,Theory_features
1473,0.253320502340929,NMF->RF,All_features
2050,0.25332770667543786,NMF->RF,All_features
1889,0.2533299057727974,NMF->RF,All_features
3605,0.2533504218211949,NMF->RF,All_features
292,0.2533618884042696,RF,Theory_features
3082,0.2533856311583411,NMF->RF,All_features
1604,0.2533857923623366,NMF->RF,All_features
1040,0.2533860076742039,NMF->RF,All_features
1583,0.2533874870788012,NMF->RF,All_features
3441,0.2533879384424773,NMF->RF,All_features
2282,0.25338913871622243,NMF->RF,All_features
613,0.2533980230742752,RF,All_features
1678,0.2534071691770248,NMF->RF,All_features
3601,0.2534113590036618,NMF->RF,All_features
1967,0.2534114812569925,NMF->RF,All_features
645,0.25341926512163565,RF,All_features
1048,0.253423348873549,RF,All_features
388,0.2534421587893432,RF,Theory_features
1519,0.2534472965578776,NMF->RF,All_features
387,0.25345049005714204,NMF->DT (MF),All_features
3646,0.2534588579547923,NMF->RF,All_features
295,0.2534693222685953,NMF->DT (MF),All_features
786,0.25347491100789976,RF,Theory_features
3477,0.25347519687891057,NMF->RF,All_features
1374,0.2534771890547712,NMF->RF,All_features
1862,0.2534772439383414,NMF->RF,All_features
3139,0.2534786052898618,NMF->RF,All_features
2945,0.2534795370027647,NMF->RF,All_features
551,0.2534832651414524,RF,Theory_features
3525,0.2534860608877449,NMF->RF,All_features
2288,0.2534892698775173,NMF->RF,All_features
2182,0.2534935078842271,NMF->RF,All_features
409,0.2535009714815844,RF,All_features
3098,0.25350717239905823,NMF->RF,All_features
3131,0.2535072290286308,NMF->RF,All_features
549,0.2535076054991879,RF,All_features
3130,0.25353132038660875,NMF->RF,All_features
246,0.2535401142165131,NMF->DT (MF),All_features
1315,0.253541350628034,NMF->RF,All_features
3686,0.25354422796386483,NMF->RF,All_features
77,0.2535470655044886,NMF->DT (MF),All_features
1254,0.253547259850731,NMF->RF,All_features
1620,0.2535480701438088,NMF->RF,All_features
501,0.25354881636921955,RF,All_features
1818,0.25355408070335905,NMF->RF,All_features
3581,0.2535555107605605,NMF->RF,All_features
2140,0.2535559299970872,NMF->RF,All_features
1507,0.2535796116792407,NMF->RF,All_features
2331,0.2535828812787402,NMF->RF,All_features
59,0.253583846639059,RF,All_features
1646,0.2535989635005036,NMF->RF,All_features
1891,0.2536052305163595,NMF->RF,All_features
3179,0.2536147052739084,NMF->RF,All_features
1290,0.2536154392197587,NMF->RF,All_features
3670,0.2536175291599336,NMF->RF,All_features
495,0.2536183996244228,RF,All_features
1346,0.2536184977290012,NMF->RF,All_features
340,0.25362102384291696,RF,Theory_features
1467,0.2536224734956909,NMF->RF,All_features
3282,0.2536238243689348,NMF->RF,All_features
3162,0.25362606834218937,NMF->RF,All_features
494,0.2536262172798382,RF,All_features
628,0.2536296652163273,NMF->RF,Theory_features
338,0.25363369133422936,RF,Theory_features
489,0.25363441916863894,RF,Theory_features
1515,0.2536391141055825,NMF->RF,All_features
2064,0.25364573407359714,NMF->RF,All_features
1615,0.25366128768714885,NMF->RF,All_features
1053,0.253664480626887,NMF->RF,All_features
2054,0.2536661854581574,NMF->RF,All_features
72,0.253668140165376,Lasso,All_features
3188,0.253669541123893,NMF->RF,All_features
1876,0.2536701116894177,NMF->RF,All_features
2418,0.2536715563154208,NMF->RF,All_features
3698,0.25367165727882296,NMF->RF,All_features
3303,0.2536741868357007,NMF->RF,All_features
3523,0.253677388447704,NMF->RF,All_features
1939,0.2536775220075624,NMF->RF,All_features
3273,0.25369466479707264,NMF->RF,All_features
803,0.2537077733704524,RF,All_features
3413,0.2537164892545621,NMF->RF,All_features
860,0.2537182872320149,RF,All_features
2063,0.2537262183981964,NMF->RF,All_features
1952,0.2537296809916026,NMF->RF,All_features
3152,0.25373042681818403,NMF->RF,All_features
3459,0.2537312927151089,NMF->RF,All_features
2153,0.2537328350237444,NMF->RF,All_features
1420,0.25373326930352563,NMF->RF,All_features
872,0.2537369899703004,RF,Theory_features
2075,0.25373800779112776,NMF->RF,All_features
434,0.2537416821892136,RF,Theory_features
882,0.2537447779901609,NMF->RF,All_features
2881,0.2537502577926561,NMF->RF,All_features
2378,0.2537504889247272,NMF->RF,All_features
639,0.253751928532649,RF,All_features
693,0.2537574340955653,NMF->DT (MF),All_features
3739,0.2537661627595741,NMF->RF,All_features
1118,0.253768307845417,NMF->RF,All_features
165,0.25376919611662085,RF,All_features
3334,0.2537868523521806,NMF->RF,All_features
1120,0.2537911064895878,NMF->RF,All_features
554,0.2537915301779691,RF,All_features
820,0.25379850789005914,RF,Theory_features
2070,0.2538094693694713,NMF->RF,All_features
1608,0.25380985116050064,NMF->RF,All_features
1396,0.2538130908977297,NMF->RF,All_features
2060,0.2538137985385319,NMF->RF,All_features
927,0.25381565007957346,RF,All_features
696,0.2538183273309324,NMF->DT (MF),All_features
1650,0.25382616568608746,NMF->RF,All_features
3680,0.2538272262395298,NMF->RF,All_features
3760,0.25386499264615586,NMF->RF,All_features
782,0.25387912333976953,RF,All_features
1161,0.2538908167832502,NMF->RF,All_features
807,0.2538917307557388,RF,Theory_features
942,0.2538937289848848,RF,All_features
1497,0.2538967911827185,NMF->RF,All_features
1545,0.2539062762702984,NMF->RF,All_features
3345,0.2539081916012309,NMF->RF,All_features
1060,0.2539095866465546,RF,All_features
2077,0.2539108166239604,NMF->RF,All_features
3627,0.2539153835672461,NMF->RF,All_features
1004,0.2539224447255162,RF,All_features
1168,0.2539234239898162,NMF->RF,All_features
3516,0.2539274628748591,NMF->RF,All_features
1165,0.25392913145659884,NMF->RF,All_features
1151,0.25394157238611503,NMF->RF,All_features
2593,0.2539461892013696,NMF->RF,All_features
2425,0.2539470185778523,NMF->RF,All_features
3078,0.25395521201147725,NMF->RF,All_features
984,0.25395567770168137,RF,All_features
1316,0.2539557079852973,NMF->RF,All_features
682,0.2539588222703187,RF,All_features
382,0.2539591791415542,RF,Theory_features
3574,0.2539736881835559,NMF->RF,All_features
151,0.2539774311774969,RF,All_features
56,0.2539779102931093,NMF->RF,Theory_features
2304,0.2539916459470616,NMF->RF,All_features
293,0.2539922111430579,RF,Theory_features
1951,0.2539992422885402,NMF->RF,All_features
2198,0.25400248772071377,NMF->RF,All_features
3085,0.2540034260683273,NMF->RF,All_features
770,0.2540052723275761,RF,Theory_features
435,0.25400693889237785,RF,Theory_features
3038,0.2540089032715765,NMF->RF,All_features
690,0.2540148882742814,RF,All_features
3044,0.25402703159775025,NMF->RF,All_features
647,0.2540279483892694,RF,All_features
1958,0.25402964479987866,NMF->RF,All_features
1031,0.2540532920108983,NMF->RF,All_features
3537,0.2540573402534568,NMF->RF,All_features
1162,0.2540663220995783,NMF->RF,All_features
1102,0.2540672073490175,NMF->RF,All_features
3649,0.25407051487132953,NMF->RF,All_features
2108,0.2540733098872398,NMF->RF,All_features
515,0.2540768188320115,RF,All_features
3700,0.254079484699721,NMF->RF,All_features
717,0.2540805457274275,RF,All_features
3120,0.25408138235237565,NMF->RF,All_features
2367,0.25408881544500184,NMF->RF,All_features
367,0.2540896261543226,NMF->DT (MF),All_features
552,0.25409038087682634,NMF->RF,Theory_features
626,0.2540928769805277,NMF->DT (MF),All_features
344,0.2541015517535182,NMF->DT (MF),All_features
220,0.25410248869203417,RF,Theory_features
107,0.25410360254036346,RF,All_features
3539,0.2541047299019718,NMF->RF,All_features
128,0.2541073573388428,NMF->RF,Theory_features
1283,0.2541156642487226,NMF->RF,All_features
3736,0.2541210999334918,NMF->RF,All_features
1213,0.25413045323460604,NMF->RF,All_features
1557,0.25413101117134584,NMF->RF,All_features
2317,0.2541346235306566,NMF->RF,All_features
2347,0.2541360330863733,NMF->RF,All_features
2086,0.25413648863191884,NMF->RF,All_features
1125,0.25414753504843224,NMF->RF,All_features
1322,0.25415898706307305,NMF->RF,All_features
591,0.2541623614806676,RF,Theory_features
1946,0.254175021139482,NMF->RF,All_features
2959,0.25417881090362643,NMF->RF,All_features
1954,0.25418452881496234,NMF->RF,All_features
413,0.2541862707976419,NMF->RF,All_features
1047,0.2541866995990124,NMF->RF,All_features
135,0.2541927963710425,NMF->DT (MF),All_features
1334,0.25419328891291143,NMF->RF,All_features
908,0.2541984690675892,RF,All_features
234,0.2542079741716365,NMF->RF,All_features
767,0.2542091077301132,NMF->RF,Theory_features
2230,0.25421998943746443,NMF->RF,All_features
701,0.2542236041882989,NMF->RF,Theory_features
701,0.2542307853228355,NMF->DT (MF),All_features
2224,0.2542332030605859,NMF->RF,All_features
159,0.2542348308442049,RF,All_features
620,0.25423873238019,RF,Theory_features
2893,0.25424206557271106,NMF->RF,All_features
2287,0.2542486163875993,NMF->RF,All_features
1002,0.25425113658392673,RF,All_features
3350,0.25425354707235764,NMF->RF,All_features
1134,0.254254397998625,NMF->RF,All_features
194,0.2542576721555413,Lasso,Theory_features
819,0.254258818241339,RF,Theory_features
2333,0.25426147856883835,NMF->RF,All_features
2419,0.25426589005840194,NMF->RF,All_features
697,0.2542718362986221,NMF->DT (MF),All_features
153,0.2542732481854298,RF,All_features
2237,0.25427644671812705,NMF->RF,All_features
317,0.25428321278602883,NMF->RF,All_features
438,0.25428392329001703,RF,All_features
1602,0.2542869153238466,NMF->RF,All_features
